collected_at,city,keyword,filename,event_count,status
2026-07-12T03:51:00,London,opera,0,20260712T035100_london_opera_page0.json,200,success
2026-07-12T03:51:02,London,opera,1,20260712T035102_london_opera_page1.json,104,success
2026-07-12T03:51:03,London,opera,2,20260712T035103_london_opera_page2.json,0,success
2026-07-12T03:51:06,London,museum,0,20260712T035105_london_museum_page0.json,200,success
2026-07-12T03:51:08,London,museum,1,20260712T035107_london_museum_page1.json,200,success
2026-07-12T03:51:09,London,museum,2,20260712T035109_london_museum_page2.json,200,success
2026-07-12T03:51:12,London,exhibition,0,20260712T035111_london_exhibition_page0.json,200,success
2026-07-12T03:51:13,London,exhibition,1,20260712T035113_london_exhibition_page1.json,200,success
2026-07-12T03:51:15,London,exhibition,2,20260712T035115_london_exhibition_page2.json,200,success
2026-07-12T03:51:17,London,film festival,0,20260712T035117_london_film_festival_page0.json,66,success
2026-07-12T03:51:18,London,film festival,1,20260712T035118_london_film_festival_page1.json,0,success
2026-07-12T03:51:19,London,film festival,2,20260712T035119_london_film_festival_page2.json,0,success
2026-07-12T03:51:21,London,comedy,0,20260712T035121_london_comedy_page0.json,200,success
2026-07-12T03:51:23,London,comedy,1,20260712T035123_london_comedy_page1.json,200,success
2026-07-12T03:51:26,London,comedy,2,20260712T035125_london_comedy_page2.json,200,success
2026-07-12T03:51:28,London,theatre,0,20260712T035127_london_theatre_page0.json,200,success
2026-07-12T03:51:30,London,theatre,1,20260712T035130_london_theatre_page1.json,200,success
2026-07-12T03:51:32,London,theatre,2,20260712T035132_london_theatre_page2.json,200,success
2026-07-12T03:51:34,Vienna,jazz,0,20260712T035134_vienna_jazz_page0.json,5,success
2026-07-12T03:51:35,Vienna,jazz,1,20260712T035135_vienna_jazz_page1.json,0,success
2026-07-12T03:51:36,Vienna,jazz,2,20260712T035136_vienna_jazz_page2.json,0,success
2026-07-12T03:51:37,Vienna,rock,0,20260712T035137_vienna_rock_page0.json,84,success
2026-07-12T03:51:39,Vienna,rock,1,20260712T035139_vienna_rock_page1.json,0,success
2026-07-12T03:51:40,Vienna,rock,2,20260712T035140_vienna_rock_page2.json,0,success
2026-07-12T03:51:41,Vienna,classical,0,20260712T035141_vienna_classical_page0.json,4,success
2026-07-12T03:51:42,Vienna,classical,1,20260712T035142_vienna_classical_page1.json,0,success
2026-07-12T03:51:43,Vienna,classical,2,20260712T035143_vienna_classical_page2.json,0,success
2026-07-12T03:51:44,Vienna,opera,0,20260712T035144_vienna_opera_page0.json,1,success
2026-07-12T03:51:45,Vienna,opera,1,20260712T035145_vienna_opera_page1.json,0,success
2026-07-12T03:51:47,Vienna,opera,2,20260712T035147_vienna_opera_page2.json,0,success
2026-07-12T03:51:48,Vienna,museum,0,20260712T035148_vienna_museum_page0.json,0,success
2026-07-12T03:51:49,Vienna,museum,1,20260712T035149_vienna_museum_page1.json,0,success
2026-07-12T03:51:50,Vienna,museum,2,20260712T035150_vienna_museum_page2.json,0,success
2026-07-12T03:51:52,Vienna,exhibition,0,20260712T035152_vienna_exhibition_page0.json,0,success
2026-07-12T03:51:53,Vienna,exhibition,1,20260712T035153_vienna_exhibition_page1.json,0,success
2026-07-12T03:51:54,Vienna,exhibition,2,20260712T035154_vienna_exhibition_page2.json,0,success
2026-07-12T03:51:56,Vienna,film festival,0,20260712T035156_vienna_film_festival_page0.json,0,success
2026-07-12T03:51:58,Vienna,film festival,1,20260712T035158_vienna_film_festival_page1.json,0,success
2026-07-12T03:51:59,Vienna,film festival,2,20260712T035159_vienna_film_festival_page2.json,0,success
2026-07-12T03:52:00,Vienna,comedy,0,20260712T035200_vienna_comedy_page0.json,3,success
2026-07-12T03:52:02,Vienna,comedy,1,20260712T035202_vienna_comedy_page1.json,0,success
2026-07-12T03:52:03,Vienna,comedy,2,20260712T035203_vienna_comedy_page2.json,0,success
2026-07-12T03:52:04,Vienna,theatre,0,20260712T035204_vienna_theatre_page0.json,52,success
2026-07-12T03:52:06,Vienna,theatre,1,20260712T035206_vienna_theatre_page1.json,0,success
2026-07-12T03:52:07,Vienna,theatre,2,20260712T035207_vienna_theatre_page2.json,0,success
2026-07-12T03:52:08,Barcelona,jazz,0,20260712T035208_barcelona_jazz_page0.json,2,success
2026-07-12T03:52:10,Barcelona,jazz,1,20260712T035210_barcelona_jazz_page1.json,0,success
2026-07-12T03:52:11,Barcelona,jazz,2,20260712T035211_barcelona_jazz_page2.json,0,success
2026-07-12T03:52:12,Barcelona,rock,0,20260712T035212_barcelona_rock_page0.json,50,success
2026-07-12T03:52:14,Barcelona,rock,1,20260712T035214_barcelona_rock_page1.json,0,success
2026-07-12T03:52:15,Barcelona,rock,2,20260712T035215_barcelona_rock_page2.json,0,success
2026-07-12T03:52:16,Barcelona,classical,0,20260712T035216_barcelona_classical_page0.json,2,success
2026-07-12T03:52:18,Barcelona,classical,1,20260712T035218_barcelona_classical_page1.json,0,success
2026-07-12T03:52:20,Barcelona,classical,2,20260712T035220_barcelona_classical_page2.json,0,success
2026-07-12T03:52:22,Barcelona,opera,0,20260712T035222_barcelona_opera_page0.json,0,success
2026-07-12T03:52:23,Barcelona,opera,1,20260712T035223_barcelona_opera_page1.json,0,success
2026-07-12T03:52:25,Barcelona,opera,2,20260712T035225_barcelona_opera_page2.json,0,success
2026-07-12T03:52:27,Barcelona,museum,0,20260712T035227_barcelona_museum_page0.json,0,success
2026-07-12T03:52:29,Barcelona,museum,1,20260712T035229_barcelona_museum_page1.json,0,success
2026-07-12T03:52:30,Barcelona,museum,2,20260712T035230_barcelona_museum_page2.json,0,success
2026-07-12T03:52:32,Barcelona,exhibition,0,20260712T035232_barcelona_exhibition_page0.json,0,success
2026-07-12T03:52:33,Barcelona,exhibition,1,20260712T035233_barcelona_exhibition_page1.json,0,success
2026-07-12T03:52:35,Barcelona,exhibition,2,20260712T035235_barcelona_exhibition_page2.json,0,success
2026-07-12T03:52:36,Barcelona,film festival,0,20260712T035236_barcelona_film_festival_page0.json,0,success
2026-07-12T03:52:37,Barcelona,film festival,1,20260712T035237_barcelona_film_festival_page1.json,0,success
2026-07-12T03:52:39,Barcelona,film festival,2,20260712T035239_barcelona_film_festival_page2.json,0,success
2026-07-12T03:52:40,Barcelona,comedy,0,20260712T035240_barcelona_comedy_page0.json,0,success
2026-07-12T03:52:41,Barcelona,comedy,1,20260712T035241_barcelona_comedy_page1.json,0,success
2026-07-12T03:52:43,Barcelona,comedy,2,20260712T035243_barcelona_comedy_page2.json,0,success
2026-07-12T03:52:44,Barcelona,theatre,0,20260712T035244_barcelona_theatre_page0.json,0,success
2026-07-12T03:52:45,Barcelona,theatre,1,20260712T035245_barcelona_theatre_page1.json,0,success
2026-07-12T03:52:47,Barcelona,theatre,2,20260712T035247_barcelona_theatre_page2.json,0,success
